"","x"
"764062976-stool2",4
"MH372",4
"N037A",4
"V1.UC46-0",4
"MH0036",4
"MH0115",4
"T2D-155A",4
"MH328",4
"O2.UC52-2",4
"763982056-stool1",4
"O2.UC23-0",4
"MH0222",4
"DOM024",4
"T2D-140A",4
"159814214-stool1",4
"MH0443",4
"O2.UC11-2",4
"MH246",4
"O2.UC52-0",4
"O2.UC7-0",4
"V1.CD21-0",4
"MH0069",4
"NLM026",4
"MH0354",4
"DLF002",4
"MH0397",4
"NOM028",4
"MH0448",4
"MH0022",4
"O2.UC32-1",4
"159753524-stool1",4
"158944319-stool1",4
"O2.UC5-0",4
"NLM022",4
"V1.UC13-0",4
"O2.UC13-1",4
"V1.UC8-0",4
"V1.CD7-4",4
"MH0333",4
"MH0189",4
"V1.UC55-0",4
"MH0389",4
"DOF003",4
"158479027-stool1",4
"MH0196",4
"T2D-154A",4
"V1.FI34",4
"HT14A",4
"V1.UC58-0",4
"N087A",4
"O2.UC18-2",4
"160178356-stool1",4
"MH309",4
"O2.UC20-0",4
"V1.FI08",4
"MH0123",4
"MH391",4
"MH0199",4
"MH0142",4
"T2D-203A",4
"763577454-stool2",4
"V1.CD-PT6-0",4
"638754422-stool1",4
"MH355",4
"MH336",4
"MH0430",4
"O2.UC32-2",4
"MH0323",4
"763536994-stool2",4
"MH0381",4
"O2.UC37-0",4
"T2D-97A",4
"N082A",4
"V1.FI36",4
"763678604-stool1",4
"O2.UC3-1",4
"O2.UC3-2",4
"MH0065",4
"O2.UC14-2",4
"V1.FI19",4
"BGI-06A",4
"MH379",4
"MH0159",4
"MH0077",4
"MH0094",4
"O2.UC1-2",4
"MH0446",4
"159814214-stool2",4
"DLM007",4
"T2D-106A",4
"V1.UC32-0",4
"763759525-stool2",4
"O2.UC18-1",4
"SZEY-06A",4
"V1.CD43-0",4
"N066A",4
"160502038-stool1",4
"NOM008",4
"MH0356",4
"O2.UC22-0",4
"MH0066",4
"MH0413",4
"O2.UC23-2",4
"MH0230",4
"MH0053",4
"MH0037",4
"764447348-stool2",4
"O2.UC44-0",4
"NOF008",4
"159591683-stool2",4
"MH0043",4
"MH0068",4
"246515023-stool1",4
"MH0124",4
"MH0004",4
"763901136-stool2",4
"MH0220",4
"MH0302",4
"MH0288",4
"V1.FI22",4
"V1.CD37-4",4
"MH0276",4
"MH0045",4
"T2D-108A",4
"O2.UC3-0",4
"V1.UC15-0",4
"765094712-stool2",4
"160218816-stool1",4
"O2.UC59-2",4
"V1.UC6-0",4
"MH0175",4
"NLF006",4
"NOM029",4
"MH0155",4
"T2D-207A",4
"O2.UC40-0",4
"MH0454",4
"O2.UC28-1",4
"DLM013",4
"DLM008",4
"V1.CD31-0",4
"V1.UC58-4",4
"O2.UC19-0",4
"MH0039",4
"O2.UC50-2",4
"MH0007",4
"MH0238",4
"MH0369",4
"T2D-22A",4
"O2.UC23-1",4
"MH0082",4
"V1.CD15-3",4
"T2D-48A",4
"O2.UC53-0",4
"764811490-stool1",4
"MH0016",4
"MH0406",4
"V1.UC42-0",4
"MH0169",4
"508703490-stool1",4
"MH0176",4
"O2.UC8-1",4
"DOM014",4
"158742018-stool1",4
"MH0435",4
"T2D-66A",4
"V1.UC25-1",4
"N044A",4
"MH0399",4
"MH0197",4
"MH0125",4
"O2.UC2-0",4
"T2D-157A",4
"V1.FI17",4
"V1.UC27-0",4
"MH395",4
"N022A",4
"DLM019",4
"N047A",4
"MH0281",4
"MH0398",4
"V1.FI23",4
"N029A",4
"T2D-33A",4
"V1.CD1-0",4
"O2.UC21-0",4
"V1.UC24-0",4
"765135172-stool1",4
"V1.UC26-4",4
"O2.UC9-1",4
"T2D-142A",4
"MH0113",4
"V1.CD20-4",4
"MH392",4
"T2D-178A",4
"T2D-15A",4
"V1.CD13-0",4
"159591683-stool1",4
"V1.CD3-0-PN",4
"MH0247",4
"V1.UC45-0",4
"MH0267",4
"MH0438",4
"MH0154",4
"V1.UC49-0",4
"O2.CD3-0-PT",4
"V1.CD4-0",4
"O2.UC37-1",4
"T2D-62A",4
"NOF011",4
"O2.UC55-0",4
"809635352-stool1",4
"O2.UC2-1",4
"NOM013",4
"763678604-stool2",4
"O2.UC31-2",4
"765034022-stool1",4
"SZEY-62A",4
"MH0052",4
"MH0003",4
"T2D-135A",4
"O2.CD1-0",4
"NOM025",4
"O2.UC49-0",4
"V1.UC51-0",4
"765074482-stool1",4
"O2.UC5-2",4
"V1.FI12",4
"V1.CD15-0",4
"MH0143",4
"V1.UC48-0",4
"MH0040",4
"BGI-15A",4
"V1.CD19-0",4
"O2.UC29-1",4
"MH0060",4
"MH0185",4
"O2.UC49-2",4
"O2.UC48-1",4
"MH0107",4
"V1.UC10-2",4
"MH0432",4
"MH0100",4
"T2D-19A",4
"MH0072",4
"V1.UC12-0",4
"DOF012",4
"MH0011",4
"MH0348",4
"MH371",4
"V1.FI15",4
"MH0024",4
"MH343",4
"MH0028",4
"V1.CD32-0",4
"MH0148",4
"V1.CD24-0",4
"MH0424",4
"MH0250",4
"DOF010",4
"159753524-stool2",4
"MH0203",4
"MH0025",4
"O2.UC27-2",4
"O2.UC2-2",4
"V1.UC52-1",4
"MH0117",4
"BGI-28A",4
"V1.CD50-0",4
"V1.UC63-0",4
"V1.UC31-4",4
"MH373",4
"O2.UC51-0",4
"V1.UC14-1",4
"V1.UC13-3",4
"O2.UC15-1",4
"MH0056",4
"MH0174",4
"DLM022",4
"O2.UC58-0",4
"O2.UC54-2",4
"V1.UC37-0",4
"MH0101",4
"V1.UC50-1",4
"O2.UC5-1",4
"V1.CD12-3",4
"MH0236",4
"MH378",4
"NLF012",4
"MH0315",4
"NLM032",4
"V1.UC40-0",4
"MH0015",4
"O2.UC60-2",4
"O2.UC24-2",4
"MH0180",4
"V1.CD6-4",4
"V1.CD9-0",4
"MH0048",4
"MH0239",4
"O2.UC60-0",4
"MH0437",4
"O2.UC53-2",4
"V1.UC43-0",4
"O2.UC57-0",4
"MH362",4
"O2.UC41-1",4
"764285508-stool1",4
"MH0051",4
"DLM016",4
"MH0136",4
"SZEY-39A",4
"V1.UC25-0",4
"V1.UC29-0",4
"N104A",4
"V1.CD6-0",4
"N020A",4
"MH0153",4
"MH0149",4
"V1.CD14-0",4
"MH0265",4
"O2.UC41-2",4
"O2.UC19-2",4
"O2.UC41-0",4
"O2.UC59-0",4
"MH0452",4
"O2.UC9-0",4
"159490532-stool1",4
"V1.UC10-0",4
"O2.UC9-2",4
"MH0445",4
"MH0451",4
"MH0027",4
"O2.UC30-0",4
"V1.CD35-1",4
"V1.CD4-0-PN",4
"V1.UC35-4",4
"NLF014",4
"V1.CD29-0",4
"O2.UC8-2",4
"V1.CD30-0",4
"MH303",4
"MH0067",4
"O2.UC27-0",4
"DOF013",4
"V1.FI06",4
"MH0407",4
"MH368",4
"764588959-stool1",4
"O2.UC13-2",4
"159369152-stool1",4
"MH0409",4
"NLF013",4
"V1.FI25",4
"MH0075",4
"MH0426",4
"O2.UC15-0",4
"MH376",4
"T2D-53A",4
"MH0102",4
"V1.UC57-0",4
"MH0070",4
"MH0076",4
"DOF002",4
"MH370",4
"V1.FI20",4
"V1.UC21-0",4
"O2.UC54-0",4
"O2.UC50-0",4
"MH0422",4
"NLM029",4
"V1.UC51-4",4
"MH0062",4
"V1.UC52-0",4
"MH346",4
"V1.UC17-2",4
"V1.UC5-0",4
"MH377",4
"MH0382",4
"764002286-stool1",4
"O2.UC4-0",4
"246515023-stool2",4
"MH0419",4
"NLM023",4
"MH0198",4
"MH0252",4
"O2.UC30-2",4
"MH0411",4
"160400887-stool1",4
"MH0318",4
"MH0434",4
"N075A",4
"V1.CD12-0",4
"O2.UC7-1",4
"NLF002",4
"V1.CD32-4",4
"MH0071",4
"V1.FI28",4
"O2.UC26-0",4
"MH0079",4
"V1.FI10",4
"NLF005",4
"DLM015",4
"DLF001",4
"MH0433",4
"MH0081",4
"MH0186",4
"MH0012",4
"T2D-176A",4
"V1.CD52-0",4
"N085A",4
"MH0253",4
"N035A",4
"MH0444",4
"MH0206",4
"160765029-stool1",4
"V1.UC11-5",4
"NOF014",4
"O2.UC40-2",4
"MH0233",4
"HT25A",4
"MH0170",4
"NLM005",4
"O2.UC27-1",4
"MH0017",4
"V1.UC1-0",4
"V1.CD27-0",4
"V1.CD51-0",4
"MH0088",4
"V1.UC39-4",4
"MH0058",4
"V1.UC30-0",4
"MH390",4
"T2D-63A",4
"T2D-41A",4
"159713063-stool1",4
"MH0450",4
"MH0462",4
"T2D-105A",4
"V1.UC22-1",4
"MH0229",4
"MH0335",4
"V1.UC49-1",4
"158337416-stool2",4
"N084A",4
"V1.CD8-0",4
"MH0097",4
"MH0415",4
"MH0158",4
"MH0021",4
"763901136-stool1",4
"MH0126",4
"O2.UC37-2",4
"O2.UC40-1",4
"O2.UC28-2",4
"MH0030",4
"V1.FI14",4
"V1.UC26-0",4
"158883629-stool1",4
"MH0080",4
"NOM007",4
"MH0041",4
"O2.UC58-2",4
"MH0110",4
"V1.FI26",4
"T2D-139A",4
"MH345",4
"N088A",4
"MH0111",4
"MH0453",4
"MH0074",4
"MH0019",4
"MH0305",4
"O2.UC4-1",4
"MH0083",4
"DLM023",4
"MH0145",4
"V1.UC5-3",4
"O2.UC30-1",4
"V1.CD-PT4-0",4
"T2D-91A",4
"MH0055",4
"MH0104",4
"V1.UC36-0",4
"O2.UC28-0",4
"V1.UC47-0",4
"V1.CD-PT3-0",4
"V1.UC34-0",4
"V1.UC35-0",4
"O2.UC4-2",4
"MH0442",4
"T2D-81A",4
"MH341",4
"158924089-stool1",4
"MH0156",4
"MH0061",4
"T2D-112A",4
"SZEY-30A",4
"MH338",4
"V1.UC11-0",4
"MH0420",4
"O2.UC26-2",4
"158337416-stool1",4
"O2.UC29-2",4
"MH0177",4
"V1.UC47-4",4
"MH0205",4
"MH0014",4
"V1.CD2-0-PN",4
"O2.UC29-0",4
"V1.UC39-0",4
"MH0408",4
"O2.CD2-0-PT",4
"V1.UC31-0",4
"T2D-9A",4
"DOM015",4
"V1.FI21",4
"V1.CD7-0",4
"DLF012",4
"NLM027",5
"NOM018",5
"V1.UC3-2",5
"SZEY-81A",5
"NOM026",5
"SZEY-22A",5
"T2D-107A",1
"T2D-134A",1
"MH0193",1
"MH0375",1
"V1.UC2-4",1
"MH0096",1
"DOM019",1
"DOM012",1
"NLF008",1
"V1.UC55-4",1
"MH0266",1
"NLF010",1
"T2D-11A",1
"MH0033",1
"MH0418",1
"NLM028",1
"V1.FI07",1
"V1.UC18-0",1
"BGI-34A",1
"DOM021",1
"O2.UC6-1",1
"DOM025",1
"SZEY-08A",1
"O2.UC6-2",1
"DOF009",1
"V1.FI30",1
"DOM022",1
"O2.UC56-0",1
"V1.CD1-0-PN",1
"DOF004",1
"NLM007",1
"BGI-17A",1
"V1.CD46-0",1
"MH0412",1
"V1.UC12-4",1
"MH0161",1
"MH0439",1
"T2D-198A",1
"O2.UC35-0",1
"DLM002",1
"MH327",1
"763840445-stool1",1
"T2D-126A",1
"763496533-stool2",1
"DLF006",1
"MH0179",1
"764447348-stool1",1
"DLF005",1
"N074A",1
"V1.UC16-0",1
"V1.UC4-5",1
"MH0181",1
"MH342",1
"MH0457",1
"764042746-stool2",1
"159733294-stool1",1
"O2.UC12-2",1
"T2D-29A",1
"SZEY-43A",1
"SZEY-93A",1
"MH0114",1
"NLM021",1
"MH0183",1
"V1.UC9-0",1
"MH0322",1
"V1.FI32",1
"DOM017",1
"N056A",1
"N046A",1
"763536994-stool3",1
"O2.UC14-0",1
"DOM026",1
"MH0144",1
"V1.CD8-0-PN",1
"763860675-stool2",1
"V1.UC54-0",1
"764649650-stool1",1
"V1.CD18-0",1
"MH0347",1
"T2D-102A",1
"764669880-stool2",1
"T2D-123A",1
"MH0002",1
"T2D-56A",1
"NLM017",1
"V1.UC4-0",1
"MH0458",1
"764325968-stool1",1
"T2D-54A",1
"159005010-stool1",1
"MH0227",1
"MH0120",1
"159207311-stool2",1
"MH0151",1
"DLM005",1
"V1.CD20-0",1
"765094712-stool1",1
"763597684-stool1",1
"MH0046",1
"NOM004",1
"N005A",1
"O2.UC46-2",1
"BGI-27A",1
"N032A",1
"O2.UC35-2",1
"T2D-6A",1
"MH0217",1
"MH0122",1
"MH0404",1
"T2D-10A",1
"160158126-stool2",1
"MH0184",1
"DOF006",1
"T2D-187A",1
"V1.UC15-3",1
"SZEY-10A",1
"765640925-stool1",1
"O2.UC14-1",1
"O2.UC12-1",1
"MH0178",1
"V1.UC44-0",1
"MH0095",1
"N011A",1
"763860675-stool1",1
"MH0092",1
"MH0405",1
"BGI003A",1
"159490532-stool2",1
"MH0400",1
"O2.UC56-2",1
"MH0340",1
"V1.UC41-0",1
"ED15A",1
"N089A",1
"MH0410",1
"159247771-stool1",1
"MH0006",1
"V1.CD41-0",1
"T2D-148A",1
"V1.UC23-1",1
"N017A",1
"O2.UC48-2",1
"V1.UC38-0",1
"MH0128",1
"N026A",1
"O2.UC15-2",1
"MH0073",1
"O2.UC1-0",1
"O2.UC46-0",1
"DOF008",1
"764669880-stool1",1
"SZEY-48A",1
"V1.FI18",1
"NOM009",1
"MH0132",1
"ED11A",1
"764508039-stool1",1
"NOM005",1
"MH0168",1
"O2.UC19-1",1
"ED14A",1
"O2.UC24-0",1
"V1.FI27",1
"V1.UC3-0",1
"MH0152",1
"MH0326",1
"V1.CD-PT1-0",1
"MH0429",1
"BGI089A",1
"T2D-189A",1
"MH0050",1
"N079A",1
"O2.UC38-1",1
"SZEY-106A",1
"686765762-stool2",1
"763820215-stool1",1
"MH0334",1
"V1.CD5-0-PN",1
"158458797-stool1",1
"SZEY-74A",1
"MH311",1
"159571453-stool2",1
"V1.FI31",1
"NOF009",1
"SZEY-64A",1
"T2D-12A",1
"T2D-109A",1
"159611913-stool1",1
"550534656-stool1",1
"V1.UC54-4",1
"BGI002A",1
"MH0105",1
"764892411-stool1",1
"O2.UC24-1",1
"T2D-25A",1
"SZEY-103A",1
"638754422-stool2",1
"MH0289",1
"O2.UC20-2",1
"MH0182",1
"MH0093",1
"O2.UC31-1",1
"SZEY-58A",1
"N040A",1
"763840445-stool2",1
"MH0165",1
"SZEY-38A",1
"T2D-127A",1
"MH0401",1
"159551223-stool2",1
"NOM012",1
"O2.UC17-2",1
"MH0421",1
"763961826-stool1",1
"T2D-45A",1
"T2D-20A",1
"MH387",1
"MH0063",1
"MH360",1
"NOM016",1
"159247771-stool2",1
"159510762-stool1",1
"V1.UC60-0",1
"MH0195",1
"MH0141",1
"MH349",1
"N025A",1
"T2D-110A",1
"861967750-stool1",1
"MH0187",1
"MH0167",1
"T2D-195A",1
"N001A",1
"SZEY-78A",1
"MH0010",1
"MH0157",1
"DLF003",1
"159227541-stool2",1
"T2D-143A",1
"V1.UC59-4",1
"V1.FI24",1
"MH0172",1
"NOF010",1
"O2.UC6-0",1
"MH0109",1
"763435843-stool1",1
"DOM010",1
"SZEY-37A",1
"159146620-stool1",1
"SZEY-07A",1
"158499257-stool2",1
"SZEY-26A",1
"MH0057",1
"SZEY-44A",1
"MH0313",1
"V1.CD48-0",1
"MH192",1
"DLF007",1
"MH0284",1
"159510762-stool2",1
"763982056-stool2",1
"MH0020",1
"DOM020",1
"MH0140",1
"MH0414",1
"V1.CD11-0",1
"T2D-49A",1
"MH0139",1
"159551223-stool1",1
"NLF001",1
"V1.UC56-1",1
"SZEY-79A",1
"O2.UC46-1",1
"DOM016",1
"MH0064",1
"V1.FI33",1
"NOM027",1
"DLM011",1
"T2D-68A",1
"MH0137",1
"158802708-stool2",1
"ED20A",1
"604812005-stool2",1
"O2.UC38-0",1
"V1.CD45-0",1
"160319967-stool1",1
"O2.UC16-1",1
"SZEY-09A",1
"V1.CD54-0",1
"O2.UC38-2",1
"763496533-stool1",1
"O2.UC1-1",1
"V1.CD40-0",1
"MH0244",1
"V1.UC53-0",1
"MH0001",1
"T2D-175A",1
"DLM006",1
"SZEY-40A",1
"V1.CD25-0",1
"MH0319",1
"159268001-stool1",1
"MH0332",1
"NOM002",1
"MH383",1
"604812005-stool1",1
"764143897-stool1",1
"V1.CD10-0",1
"T2D-146A",1
"MH0321",1
"MH0005",1
"160643649-stool1",1
"MH0085",1
"NOF007",1
"T2D-31A",1
"T2D-52A",1
"DLM028",1
"159268001-stool2",1
"V1.CD36-0",1
"MH0365",1
"O2.CD2-0",1
"DOM008",1
"DLM004",1
"SZEY-59A",1
"763961826-stool2",1
"V1.FI35",1
"MH0023",1
"MH0091",1
"T2D-57A",1
"T2D-83A",1
"T2D-76A",1
"MH0436",1
"SZEY-27A",1
"O2.UC16-0",1
"T2D-17A",1
"MH0008",1
"ED16A",1
"DLM018",1
"T2D-8A",1
"T2D-120A",1
"BGI-33A",1
"DLM010",1
"764143897-stool2",1
"MH0277",1
"MH0307",1
"T2D-118A",1
"DOM005",1
"N062A",1
"SZEY-75A",1
"DLF009",1
"N034A",1
"T2D-13A",1
"MH0049",1
"MH0260",1
"SZEY-69A",1
"MH261",1
"MH0103",1
"SZEY-101A",1
"SZEY-68A",1
"MH384",1
"HT8A",1
"MH0243",1
"MH0264",1
"MH0032",1
"O2.UC43-0",1
"NLM008",1
"ED12A",1
"V1.UC7-0",1
"NLM025",1
"O2.UC16-2",1
"T2D-35A",1
"T2D-192A",1
"MH0078",1
"SZEY-99A",1
"N013A",1
"NLM006",1
"V1.CD2-0",1
"MH0084",1
"DOM023",1
"T2D-77A",1
"DOF011",1
"T2D-73A",1
"T2D-122A",1
"T2D-144A",1
"160158126-stool1",1
"N027A",1
"T2D-177A",1
"SZEY-60A",1
"675950834-stool1",1
"158802708-stool1",1
"159166850-stool1",1
"O2.UC17-1",1
"N042A",1
"V1.CD53-0",1
"V1.CD18-3",1
"T2D-65A",1
"DLF014",1
"N031A",1
"O2.UC43-1",1
"V1.CD28-0",1
"T2D-2A",1
"MH0018",1
"159571453-stool1",1
"159227541-stool3",1
"T2D-42A",1
"MH0119",1
"NLM002",1
"NOM001",1
"160421117-stool1",1
"MH0108",1
"DLF008",1
"O2.UC43-2",1
"NOM023",1
"MH299",1
"SZEY-73A",1
"MH0106",1
"160582958-stool1",1
"MH0034",1
"MH283",1
"DLM012",1
"N002A",1
"N052A",1
"V1.UC56-0",1
"404239096-stool1",1
"SZEY-55A",1
"159632143-stool1",1
"NOM017",1
"MH0130",1
"MH0427",1
"NOM020",1
"V1.UC53-4",1
"MH0164",1
"NLM016",1
"T2D-132A",1
"823052294-stool1",1
"O2.UC34-0",1
"DLM024",1
"O2.UC17-0",1
"DLM017",1
"DLF004",1
"V1.CD44-0",1
"N033A",1
"ED13A",1
"BGI001A",1
"V1.CD44-4",1
"NLM024",1
"764224817-stool2",1
"DLM009",1
"T2D-87A",1
"159227541-stool1",1
"V1.CD-PT2-0",1
"DLM027",1
"T2D-61A",1
"SZEY-24A",1
"MH0138",1
"T2D-163A",1
"159915365-stool1",1
"ED50A",1
"ED19A",1
"T2D-173A",1
"SZEY-90A",1
"NLM009",1
"DOM003",1
"SZEY-20A",1
"T2D-121A",1
"SZEY-63A",1
"SZEY-95A",1
"T2D-46A",1
"V1.CD7-0-PN",1
