"","x"
"MH338",4
"MH346",4
"MH350",5
"MH355",4
"MH357",4
"MH360",5
"MH363",4
"MH372",5
"MH374",4
"MH377",4
"MH384",4
"MH386",4
"MH390",4
"MH391",4
"MH394",4
"N017A",4
"N026A",5
"N033A",4
"N064A",5
"N075A",5
"N089A",4
"NLM004",4
"NLM009",4
"NLM015",4
"NLM022",4
"NLM025",4
"NLM032",4
"NOM001",4
"NOM002",5
"NOM009",5
"NOM019",4
"NOM026",4
"O2.CD1-0-PT",5
"O2.CD2-0",4
"O2.UC1-0",4
"O2.UC1-2",5
"O2.UC12-0",4
"O2.UC12-1",4
"O2.UC12-2",4
"O2.UC13-1",4
"O2.UC14-1",4
"O2.UC15-1",5
"O2.UC15-2",4
"O2.UC16-1",4
"O2.UC16-2",4
"O2.UC2-0",5
"O2.UC2-1",4
"O2.UC2-2",4
"O2.UC20-0",4
"O2.UC20-1",5
"O2.UC21-0",4
"O2.UC22-1",4
"O2.UC22-2",5
"O2.UC23-2",5
"O2.UC24-0",4
"O2.UC24-1",5
"O2.UC24-2",4
"O2.UC27-0",5
"O2.UC28-0",4
"O2.UC28-2",5
"O2.UC29-2",5
"O2.UC3-0",5
"O2.UC30-0",5
"O2.UC30-1",5
"O2.UC31-0",5
"O2.UC31-2",4
"O2.UC32-0",5
"O2.UC32-2",5
"O2.UC35-0",5
"O2.UC35-2",5
"O2.UC36-0",4
"O2.UC37-2",5
"O2.UC38-0",4
"O2.UC38-2",4
"O2.UC4-0",4
"O2.UC4-1",4
"O2.UC4-2",4
"O2.UC40-0",4
"O2.UC40-1",5
"O2.UC40-2",5
"O2.UC41-2",5
"O2.UC43-0",4
"O2.UC43-1",4
"O2.UC43-2",4
"O2.UC44-0",5
"O2.UC44-1",4
"O2.UC46-1",5
"O2.UC46-2",5
"O2.UC47-0",5
"O2.UC47-1",5
"O2.UC48-0",5
"O2.UC48-1",4
"O2.UC49-0",5
"O2.UC5-2",5
"O2.UC51-0",5
"O2.UC52-2",5
"O2.UC55-0",5
"O2.UC56-2",5
"O2.UC57-0",5
"O2.UC57-2",4
"O2.UC58-2",5
"O2.UC59-2",4
"O2.UC6-0",5
"O2.UC6-1",4
"O2.UC6-2",5
"O2.UC60-0",5
"O2.UC60-2",5
"O2.UC7-0",4
"O2.UC7-1",4
"O2.UC8-0",4
"O2.UC8-1",4
"O2.UC8-2",4
"O2.UC9-0",5
"O2.UC9-1",4
"O2.UC9-2",4
"SZEY-09A",4
"SZEY-104A",4
"SZEY-24A",4
"SZEY-27A",4
"SZEY-44A",4
"SZEY-55A",4
"SZEY-58A",4
"SZEY-59A",4
"SZEY-62A",4
"SZEY-69A",4
"SZEY-74A",4
"SZEY-75A",4
"SZEY-79A",4
"SZEY-81A",4
"SZEY-97A",4
"SZEY-99A",4
"T2D-112A",4
"T2D-11A",4
"T2D-123A",5
"T2D-146A",4
"T2D-15A",4
"T2D-163A",4
"T2D-2A",4
"T2D-41A",5
"T2D-42A",5
"T2D-45A",5
"T2D-49A",4
"T2D-76A",4
"V1.CD-PT6-0",4
"V1.CD1-0-PN",5
"V1.CD11-0",5
"V1.CD13-0",4
"V1.CD16-0",5
"V1.CD17-0",5
"V1.CD18-0",4
"V1.CD18-3",5
"V1.CD19-0",5
"V1.CD22-0",4
"V1.CD24-0",5
"V1.CD27-0",5
"V1.CD29-0",4
"V1.CD30-0",4
"V1.CD31-0",5
"V1.CD32-0",5
"V1.CD34-0",4
"V1.CD35-1",5
"V1.CD36-0",5
"V1.CD4-0",4
"V1.CD40-0",4
"V1.CD45-0",5
"V1.CD46-0",5
"V1.CD48-0",5
"V1.CD5-0-PN",5
"V1.CD51-0",4
"V1.CD55-0",4
"V1.CD6-0-PN",4
"V1.CD7-0",5
"V1.CD7-4",5
"V1.CD8-0-PN",5
"V1.FI06",5
"V1.FI07",4
"V1.FI12",4
"V1.FI16",4
"V1.FI19",5
"V1.FI20",4
"V1.FI26",5
"V1.FI27",4
"V1.FI28",4
"V1.FI29",5
"V1.FI31",4
"V1.FI33",5
"V1.FI36",5
"V1.FI37",4
"V1.UC1-0",5
"V1.UC10-0",4
"V1.UC10-2",4
"V1.UC12-0",5
"V1.UC13-3",5
"V1.UC14-0",4
"V1.UC15-0",4
"V1.UC15-3",5
"V1.UC2-4",4
"V1.UC21-0",4
"V1.UC21-4",4
"V1.UC22-1",5
"V1.UC23-0",5
"V1.UC23-1",5
"V1.UC24-0",5
"V1.UC25-0",5
"V1.UC26-0",5
"V1.UC27-0",4
"V1.UC3-0",4
"V1.UC3-2",4
"V1.UC30-0",5
"V1.UC31-0",5
"V1.UC32-0",5
"V1.UC33-0",4
"V1.UC34-0",5
"V1.UC38-0",4
"V1.UC38-4",5
"V1.UC39-0",5
"V1.UC4-0",5
"V1.UC4-5",5
"V1.UC40-0",5
"V1.UC40-1",4
"V1.UC42-0",5
"V1.UC43-0",4
"V1.UC44-0",5
"V1.UC45-0",5
"V1.UC46-0",5
"V1.UC47-0",5
"V1.UC49-1",5
"V1.UC5-3",4
"V1.UC51-0",5
"V1.UC51-4",5
"V1.UC52-0",4
"V1.UC52-1",5
"V1.UC53-4",4
"V1.UC55-0",5
"V1.UC55-4",4
"V1.UC56-1",4
"V1.UC6-0",4
"V1.UC7-0",5
"V1.UC8-0",5
"O2.UC37-1",5
"NLM027",5
"T2D-13A",5
"DLM018",4
"BGI-28A",4
"MH0003",4
"MH0004",4
"MH0035",4
"MH0053",4
"MH0059",4
"MH0073",4
"MH0096",4
"MH0098",4
"MH0118",4
"MH0130",4
"MH0161",4
"MH0173",4
"MH0189",4
"MH0197",4
"MH0287",4
"MH0290",4
"MH0323",4
"MH0381",4
"MH0400",4
"MH0401",4
"MH0414",4
"MH0420",4
"MH0434",4
"MH303",4
"MH345",4
"MH371",4
"MH376",4
"MH395",4
"NLM008",4
"NOM017",4
"NOM027",4
"O2.UC11-0",4
"O2.UC11-2",4
"O2.UC13-0",4
"O2.UC18-1",4
"O2.UC27-2",4
"O2.UC30-2",4
"O2.UC32-1",4
"O2.UC50-0",4
"O2.UC50-2",4
"O2.UC53-0",4
"O2.UC53-2",4
"O2.UC58-0",4
"O2.UC59-0",4
"SZEY-30A",4
"SZEY-37A",4
"SZEY-60A",4
"SZEY-68A",4
"T2D-108A",4
"T2D-122A",4
"T2D-54A",4
"T2D-83A",4
"T2D-9A",4
"V1.CD1-3-PN",4
"V1.CD3-0",4
"V1.CD52-0",4
"V1.FI01",4
"V1.FI15",4
"V1.FI25",4
"V1.FI30",4
"V1.UC12-4",4
"V1.UC31-4",4
"V1.UC47-4",4
"V1.UC48-0",4
"V1.UC49-0",4
"V1.UC56-0",4
"V1.UC57-0",4
"V1.UC60-0",5
"T2D-61A",4
"O2.UC14-2",4
"MH0416",4
"MH0172",4
"O2.UC18-2",4
"O2.UC20-2",4
"O2.UC36-2",4
"O2.UC29-0",5
"MH325",4
"MH0447",4
"NLF007",4
"MH0437",4
"DLF005",4
"MH0446",3
"O2.UC17-1",4
"V1.FI08",4
"NOM012",4
"T2D-102A",4
"MH0397",4
"763536994-stool1",4
"SZEY-41A",4
"DOF008",4
"MH0127",4
"MH0103",4
"MH0046",4
"DLM002",4
"MH0170",4
"V1.CD2-0",4
"MH0412",4
"MH0429",4
"MH0135",4
"MH385",4
"MH0091",4
"MH0015",4
"MH368",4
"N082A",5
"DOM026",5
"V1.CD17-4",5
"V1.CD2-0-PN",5
"T2D-135A",5
"O2.UC56-0",5
"NOM028",5
"NOF002",5
"MH0110",5
"MH0105",5
"O2.UC54-0",5
"V1.UC62-0",5
"O2.UC37-0",5
"158499257-stool2",2
"158499257-stool1",2
"159632143-stool1",2
"160704339-stool1",2
"763840445-stool2",2
"764062976-stool1",2
"764224817-stool1",2
"764487809-stool1",2
"DLM005",2
"DOM014",2
"MH0002",2
"MH0006",2
"MH0012",2
"MH0021",2
"MH0025",2
"MH0040",2
"MH0042",2
"MH0043",2
"MH0052",2
"MH0054",2
"MH0066",2
"MH0075",2
"MH0095",2
"MH0124",2
"MH0141",2
"MH0142",2
"MH0157",2
"MH0159",2
"MH0169",2
"MH0177",2
"MH0200",2
"MH0203",2
"MH0238",2
"MH0244",2
"MH0262",2
"MH0280",2
"MH0281",2
"MH0298",2
"MH0307",2
"MH0308",2
"MH0348",2
"MH0382",2
"MH0415",2
"MH0417",2
"MH0445",2
"MH0453",2
"MH309",2
"MH339",2
"MH349",2
"MH359",2
"MH367",2
"MH392",2
"N002A",2
"N022A",2
"N037A",2
"O2.CD3-0-PT",2
"O2.UC21-2",2
"O2.UC3-2",2
"O2.UC44-2",2
"O2.UC48-2",2
"O2.UC51-2",2
"T2D-109A",2
"T2D-173A",2
"T2D-189A",2
"T2D-59A",2
"V1.CD44-0",2
"V1.CD49-0",2
"V1.CD50-0",2
"V1.FI04",2
"V1.FI14",2
"V1.FI32",2
"V1.UC26-4",2
"V1.UC58-0",2
"V1.UC58-4",2
"V1.UC64-0",2
"MH0174",2
"V1.UC63-0",2
"O2.CD1-0",2
"O2.UC21-1",2
"MH0116",2
"T2D-140A",2
"N066A",2
"MH0433",2
"V1.UC9-0",2
"O2.UC13-2",2
"MH0090",2
"MH0019",2
"MH0122",2
"MH0151",2
"MH0206",2
"O2.UC41-0",2
"MH0051",2
"MH0083",2
"765701615-stool1",2
"MH0419",2
"MH0431",2
"T2D-25A",2
"158337416-stool1",2
"DOF002",2
"MH0074",2
"159733294-stool1",2
"SZEY-40A",2
"V1.FI17",2
"MH0028",2
"159207311-stool2",2
"MH0036",2
"N088A",2
"NOF001",2
"765013792-stool1",2
"158802708-stool1",2
"MH0081",2
"MH0136",2
"MH0195",2
"MH0233",2
"MH0456",2
"N020A",2
"N103A",2
"T2D-6A",2
"MH0120",2
"MH0082",2
"MH0162",2
"V1.CD-PT1-0",2
"V1.CD14-0",2
"V1.CD43-0",2
"MH0058",2
"T2D-52A",2
"T2D-203A",2
"DOM013",2
"O2.UC31-1",2
"MH0024",2
"NOF014",2
"DLF006",2
"763597684-stool1",2
"MH0048",2
"MH0406",2
"V1.UC35-4",2
"DOM001",2
"T2D-22A",5
"NLM002",5
"T2D-143A",4
"O2.UC19-1",4
"V1.CD28-0",3
"O2.UC29-1",3
"O2.UC17-2",1
"O2.UC23-1",1
"MH0049",1
"MH0236",1
"MH0113",1
"MH0364",1
"MH0424",1
"MH299",1
"NOM005",1
"NOM025",1
"SZEY-07A",1
"SZEY-78A",1
"T2D-20A",1
"MH271",1
"V1.CD41-0",1
"823052294-stool1",1
"MH0274",1
"MH0432",1
"O2.UC27-1",1
"MH0076",1
"MH0026",1
"MH0072",1
"V1.UC17-0",1
"MH0020",1
"O2.UC19-0",1
"MH0038",1
"DLM008",1
"158479027-stool1",1
"158458797-stool1",1
"158742018-stool1",1
"158802708-stool2",1
"158883629-stool1",1
"158924089-stool1",1
"158944319-stool2",1
"159005010-stool1",1
"159146620-stool1",1
"159166850-stool1",1
"159207311-stool1",1
"159227541-stool1",1
"159227541-stool2",1
"159227541-stool3",1
"159247771-stool1",1
"159247771-stool2",1
"159268001-stool1",1
"159369152-stool1",1
"159369152-stool2",1
"159490532-stool1",1
"159490532-stool2",1
"159510762-stool1",1
"159510762-stool2",1
"159551223-stool1",1
"159551223-stool2",1
"159571453-stool1",1
"159571453-stool2",1
"159591683-stool1",1
"159591683-stool2",1
"159611913-stool1",1
"159611913-stool2",1
"159713063-stool1",1
"159814214-stool1",1
"159814214-stool2",1
"159915365-stool1",1
"160218816-stool1",1
"160319967-stool1",1
"160421117-stool1",1
"160502038-stool1",1
"160582958-stool1",1
"160603188-stool1",1
"160765029-stool1",1
"246515023-stool1",1
"246515023-stool2",1
"338793263-stool1",1
"404239096-stool1",1
"508703490-stool1",1
"550534656-stool1",1
"604812005-stool1",1
"604812005-stool2",1
"638754422-stool1",1
"638754422-stool2",1
"675950834-stool1",1
"686765762-stool1",1
"686765762-stool2",1
"706846339-stool1",1
"737052003-stool1",1
"763435843-stool1",1
"763496533-stool2",1
"763536994-stool3",1
"763678604-stool2",1
"763759525-stool1",1
"763759525-stool2",1
"763820215-stool1",1
"763820215-stool2",1
"763840445-stool1",1
"763860675-stool2",1
"763961826-stool1",1
"763961826-stool2",1
"763982056-stool1",1
"763982056-stool2",1
"764002286-stool1",1
"764042746-stool1",1
"764042746-stool2",1
"764062976-stool2",1
"764143897-stool2",1
"764184357-stool1",1
"764224817-stool2",1
"764285508-stool1",1
"764325968-stool1",1
"764325968-stool2",1
"764487809-stool2",1
"764508039-stool1",1
"764588959-stool1",1
"764649650-stool1",1
"764669880-stool1",1
"764669880-stool2",1
"764811490-stool1",1
"764892411-stool1",1
"765034022-stool1",1
"765074482-stool1",1
"765074482-stool2",1
"765094712-stool1",1
"765094712-stool2",1
"765135172-stool1",1
"765560005-stool1",1
"765620695-stool1",1
"809635352-stool1",1
"861967750-stool1",1
"BGI-06A",1
"BGI-15A",1
"BGI-17A",1
"BGI-27A",1
"BGI-34A",1
"BGI089A",1
"DLF001",1
"DLF002",1
"DLF004",1
"DLF007",1
"DLF008",1
"DLF009",1
"DLM001",1
"DLM004",1
"DLM006",1
"DLM010",1
"DLM011",1
"DLM013",1
"DLM014",1
"DLM015",1
"DLM016",1
"DLM020",1
"DLM021",1
"DLM024",1
"DOF003",1
"DOF004",1
"DOF006",1
"DOF007",1
"DOF011",1
"DOF013",1
"DOF014",1
"DOM005",1
"DOM008",1
"DOM010",1
"DOM015",1
"DOM016",1
"DOM017",1
"DOM018",1
"DOM019",1
"DOM020",1
"DOM021",1
"DOM022",1
"DOM023",1
"DOM024",1
"DOM025",1
"ED10A",1
"ED11A",1
"ED12A",1
"ED13A",1
"ED19A",1
"ED20A",1
"MH0016",1
"MH0018",1
"MH0039",1
"MH0045",1
"MH0061",1
"MH0084",1
"MH0087",1
"MH0094",1
"MH0106",1
"MH0108",1
"MH0109",1
"MH0114",1
"MH0123",1
"MH0128",1
"MH0133",1
"MH0139",1
"MH0146",1
"MH0155",1
"MH0156",1
"MH0166",1
"MH0167",1
"MH0178",1
"MH0182",1
"MH0186",1
"MH0193",1
"MH0211",1
"MH0212",1
"MH0221",1
"MH0227",1
"MH0239",1
"MH0247",1
"MH0264",1
"MH0266",1
"MH0275",1
"MH0277",1
"MH0289",1
"MH0297",1
"MH0302",1
"MH0310",1
"MH0332",1
"MH0333",1
"MH0351",1
"MH0375",1
"MH0388",1
"MH0393",1
"MH0425",1
"MH0426",1
"MH0427",1
"MH0444",1
"MH0462",1
"MH311",1
"MH327",1
"MH341",1
"MH342",1
"MH358",1
"MH361",1
"MH370",1
"MH378",1
"MH387",1
"N001A",1
"N003A",1
"N005A",1
"N006A",1
"N011A",1
"N024A",1
"N028A",1
"N029A",1
"N031A",1
"N032A",1
"N034A",1
"N035A",1
"N038A",1
"N039A",1
"N043A",1
"N044A",1
"N046A",1
"N047A",1
"N049A",1
"N051A",1
"N074A",1
"N079A",1
"N083A",1
"N084A",1
"N085A",1
"N086A",1
"N087A",1
"NLF001",1
"NLF002",1
"NLF005",1
"NLF006",1
"NLF008",1
"NLF009",1
"NLF010",1
"NLF011",1
"NLF012",1
"NLF013",1
"NLF014",1
"NLF015",1
"NLM001",1
"NLM003",1
"NLM005",1
"NLM010",1
"NLM017",1
"NLM021",1
"NLM023",1
"NLM024",1
"NLM031",1
"NOF004",1
"NOF005",1
"NOF006",1
"NOF007",1
"NOF008",1
"NOF009",1
"NOF011",1
"NOF012",1
"NOF013",1
"NOM004",1
"NOM008",1
"NOM010",1
"NOM014",1
"NOM015",1
"NOM016",1
"NOM023",1
"NOM029",1
"O2.UC1-1",1
"O2.UC15-0",1
"O2.UC17-0",1
"O2.UC18-0",1
"O2.UC19-2",1
"O2.UC26-0",1
"O2.UC26-1",1
"O2.UC26-2",1
"O2.UC34-2",1
"O2.UC5-1",1
"O2.UC52-0",1
"O2.UC54-2",1
"SZEY-06A",1
"SZEY-08A",1
"SZEY-29A",1
"SZEY-38A",1
"SZEY-63A",1
"SZEY-64A",1
"SZEY-66A",1
"SZEY-73A",1
"SZEY-93A",1
"T2D-103A",1
"T2D-105A",1
"T2D-107A",1
"T2D-110A",1
"T2D-113A",1
"T2D-120A",1
"T2D-121A",1
"T2D-126A",1
"T2D-127A",1
"T2D-12A",1
"T2D-132A",1
"T2D-133A",1
"T2D-134A",1
"T2D-139A",1
"T2D-144A",1
"T2D-149A",1
"T2D-14A",1
"T2D-154A",1
"T2D-157A",1
"T2D-175A",1
"T2D-178A",1
"T2D-17A",1
"T2D-187A",1
"T2D-195A",1
"T2D-198A",1
"T2D-19A",1
"T2D-206A",1
"T2D-207A",1
"T2D-26A",1
"T2D-29A",1
"T2D-34A",1
"T2D-35A",1
"T2D-46A",1
"T2D-53A",1
"T2D-56A",1
"T2D-57A",1
"T2D-62A",1
"T2D-63A",1
"T2D-65A",1
"T2D-73A",1
"T2D-78A",1
"T2D-81A",1
"T2D-8A",1
"V1.CD-PT2-0",1
"V1.CD-PT4-0",1
"V1.CD1-0",1
"V1.CD15-0",1
"V1.CD15-3",1
"V1.CD20-4",1
"V1.CD21-0",1
"V1.CD21-4",1
"V1.CD25-0",1
"V1.CD3-3-PN",1
"V1.CD37-4",1
"V1.CD4-0-PN",1
"V1.CD42-0",1
"V1.CD53-0",1
"V1.CD6-0",1
"V1.CD6-4",1
"V1.CD7-0-PN",1
"V1.FI03",1
"V1.FI05",1
"V1.FI18",1
"V1.FI21",1
"V1.FI23",1
"V1.FI24",1
"V1.FI35",1
"V1.UC11-0",1
"V1.UC11-5",1
"V1.UC14-1",1
"V1.UC18-0",1
"V1.UC29-0",1
"V1.UC54-4",1
"V1.UC59-0",1
"V1.UC59-4",1
"V1.UC61-0",1
"NOM022",1
"MH0010",1
"MH0340",1
"HT14A",1
"ED15A",1
"O2.CD2-0-PT",1
"V1.CD-PT3-0",1
"V1.CD10-0",1
"V1.CD12-3",1
"NLM007",1
"V1.UC17-2",1
"V1.UC13-0",1
"T2D-97A",1
"DLM003",1
"NLM006",1
"763678604-stool1",1
"160178356-stool1",1
"T2D-155A",1
"ED14A",1
"MH0319",1
"DOF009",1
"V1.UC35-0",1
"T2D-91A",1
"V1.CD35-0",1
"160158126-stool2",1
"V1.FI34",1
"V1.CD12-0",1
"O2.UC55-2",1
"MH0179",1
"NOM007",1
"765640925-stool1",1
"MH0335",1
"O2.UC38-1",1
"O2.UC23-0",1
"MH0037",1
"MH0068",1
"MH0067",1
"MH0085",1
"MH0092",1
"MH0125",1
"MH0134",1
"MH0149",1
"MH0268",1
"MH0399",1
"MH0458",1
"MH362",1
"MH379",1
"N027A",1
"O2.UC28-1",1
"O2.UC36-1",1
"O2.UC41-1",1
"T2D-10A",1
"T2D-33A",1
"T2D-87A",1
"V1.UC41-0",1
"V1.UC5-0",1
"T2D-70A",1
"O2.UC5-0",1
"T2D-31A",1
"SZEY-95A",1
"159753524-stool2",1
"158256496-stool1",1
"160158126-stool1",1
"160643649-stool1",1
"764447348-stool1",1
"N009A",1
"N040A",1
"NLM029",1
"T2D-48A",1
"T2D-142A",1
"V1.UC25-1",1
"NOM013",1
"T2D-114A",1
"V1.CD25-4",1
"MH0301",1
"O2.UC49-2",1
"NOM018",1
"DOM003",1
"V1.FI10",1
"SZEY-39A",1
"MH0158",1
"MH0057",1
"MH0184",1
"N042A",1
"MH0455",1
"BGI002A",1
"NOF010",1
"SZEY-90A",1
"N052A",1
"T2D-192A",1
"SZEY-22A",1
"BGI003A",1
"HT8A",1
"MH0185",1
"MH0041",1
"MH343",1
"MH0150",1
"DLM007",1
"O2.UC3-1",1
"MH0129",1
"O2.UC35-1",1
"V1.CD9-0",1
"V1.FI02",1
"V1.FI11",1
"V1.FI13",1
"T2D-68A",1
"MH0347",1
"MH0140",1
"160400887-stool1",1
"MH0389",1
"MH0180",1
"MH0013",1
"V1.FI22",1
"V1.CD20-0",1
"SZEY-10A",1
"HT25A",1
"T2D-176A",1
"V1.UC16-0",1
"V1.CD44-4",1
"NOM020",1
"MH246",1
"763577454-stool2",1
"763577454-stool1",1
"MH0044",1
"O2.UC22-0",1
"MH0251",1
"MH0027",1
"V1.UC19-0",1
"O2.UC34-0",1
"MH0181",1
"MH0305",1
"MH0199",1
"MH0070",1
"MH0034",1
"MH0119",1
"MH383",1
"O2.UC11-1",1
"DLM017",1
"SZEY-103A",1
"MH0398",1
"NLM026",1
"MH0165",1
"MH0033",4
"BGI001A",4
"MH0230",4
"V1.CD38-0",4
"MH192",1
"MH0408",1
"O2.UC14-0",1
"MH0080",1
"V1.UC39-4",1
"ED9A",1
